0.0;0.0;0.0;0.01;0.02;0.08;0.2;0.32;0.25;0.11;
0.0;0.0;0.0;0.0;0.0;0.02;0.05;0.13;0.24;0.29;0.19;0.07;
0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.04;0.08;0.17;0.26;0.25;0.15;0.05;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.06;0.12;0.23;0.22;0.21;0.11;0.03;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.03;0.09;0.17;0.2;0.22;0.19;0.07;0.02;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.04;0.12;0.16;0.22;0.22;0.13;0.05;0.01;
